Time,Exam,Holiday,Semester,Tickets Issued,Issued Amount
8/1/18,0,0,2,128,6440
8/2/18,0,0,2,113,5680
8/3/18,0,0,2,123,5565
8/4/18,0,0,2,30,1635
8/5/18,0,0,2,27,1455
8/6/18,0,0,2,185,9385
8/7/18,0,0,2,91,4260
8/8/18,0,0,2,125,5885
8/9/18,0,0,2,122,5735
8/10/18,0,0,2,223,11660
8/11/18,0,0,2,17,905
8/12/18,0,0,2,29,1595
8/13/18,1,0,2,175,9000
8/14/18,1,0,0,179,8330
8/15/18,0,0,1,192,9535
8/16/18,0,0,1,180,7350
8/17/18,0,0,1,213,11375
8/18/18,0,0,1,64,3475
8/19/18,0,0,1,91,4960
8/20/18,0,0,1,337,18400
8/21/18,0,0,1,291,15635
8/22/18,0,0,3,777,42455
8/23/18,0,0,3,641,35245
8/24/18,0,0,3,388,21425
8/25/18,0,0,3,34,1870
8/26/18,0,0,3,59,3250
8/27/18,0,0,3,177,8420
8/28/18,0,0,3,139,6085
8/29/18,0,0,3,126,4745
8/30/18,0,0,3,130,4585
8/31/18,0,0,3,249,10380
9/1/18,0,0,3,2,80
9/2/18,0,0,3,40,405
9/3/18,0,1,3,60,565
9/4/18,0,0,3,674,10065
9/5/18,0,0,3,800,11380
9/6/18,0,0,3,640,27855
9/7/18,0,0,3,173,7640
9/8/18,0,0,3,7,285
9/9/18,0,0,3,24,1125
9/10/18,0,0,3,195,8405
9/11/18,0,0,3,160,7345
9/12/18,0,0,3,176,9150
9/13/18,0,0,3,302,15915
9/14/18,0,0,3,101,3960
9/15/18,0,0,3,3,130
9/16/18,0,0,3,27,1440
9/17/18,0,0,3,537,25930
9/18/18,0,0,3,629,32895
9/19/18,0,0,3,480,24385
9/20/18,0,0,3,591,31350
9/21/18,0,0,3,463,22900
9/22/18,0,0,3,134,7370
9/23/18,0,0,3,66,3545
9/24/18,0,0,3,457,21845
9/25/18,0,0,3,516,27495
9/26/18,0,0,3,410,21375
9/27/18,0,0,3,86,1360
9/28/18,0,0,3,37,2035
9/29/18,0,0,3,2,110
9/30/18,0,0,3,7,425
10/1/18,0,0,3,146,7450
10/2/18,0,0,3,216,7000
10/3/18,0,0,3,567,29730
10/4/18,0,0,3,199,7380
10/5/18,0,0,3,202,7320
10/6/18,0,0,3,73,3895
10/7/18,0,0,3,41,2085
10/8/18,0,0,3,249,11970
10/9/18,0,0,3,188,7655
10/10/18,0,0,3,180,8485
10/11/18,0,0,3,214,9270
10/12/18,0,0,3,150,5895
10/13/18,0,0,3,60,3190
10/14/18,0,0,3,56,3250
10/15/18,0,0,3,63,3030
10/16/18,0,0,3,173,7855
10/17/18,0,0,3,66,2525
10/18/18,0,0,3,119,2615
10/19/18,0,0,3,122,6005
10/20/18,0,0,3,1,55
10/21/18,0,0,3,193,11245
10/22/18,0,0,3,84,2575
10/23/18,0,0,3,258,8350
10/24/18,0,0,3,38,2530
10/25/18,0,0,3,247,11660
10/26/18,0,0,3,150,7045
10/27/18,0,0,3,12,660
10/28/18,0,0,3,22,1265
10/29/18,0,0,3,72,2575
10/30/18,0,0,3,153,7950
10/31/18,0,0,3,119,5715
11/1/18,0,0,3,79,3020
11/2/18,0,0,3,51,1980
11/3/18,0,0,3,33,1745
11/4/18,0,0,3,49,2690
11/5/18,0,0,3,32,935
11/6/18,0,0,3,75,2875
11/7/18,0,0,3,63,3005
11/8/18,0,0,3,84,1845
11/9/18,0,0,3,80,4235
11/10/18,0,0,3,14,800
11/11/18,0,0,3,0,0
11/12/18,0,0,3,114,7030
11/13/18,0,0,3,116,5075
11/14/18,0,0,3,46,3180
11/15/18,0,0,3,86,2480
11/16/18,0,0,3,140,5830
11/17/18,0,0,3,11,550
11/18/18,0,0,3,25,1405
11/19/18,0,0,3,95,4170
11/20/18,0,0,3,171,6585
11/21/18,0,1,3,44,1380
11/22/18,0,1,3,0,0
11/23/18,0,1,3,35,2505
11/24/18,0,0,3,16,810
11/25/18,0,0,3,42,2380
11/26/18,0,0,3,131,6425
11/27/18,0,0,3,85,2485
11/28/18,0,0,3,59,3130
11/29/18,0,0,3,95,3140
11/30/18,0,0,3,102,5570
12/1/18,0,0,3,10,480
12/2/18,0,0,3,67,3765
12/3/18,0,0,3,66,3270
12/4/18,0,0,3,195,7340
12/5/18,0,0,3,102,5420
12/6/18,1,0,3,97,4055
12/7/18,1,0,3,60,2515
12/8/18,1,0,3,21,1085
12/9/18,1,0,3,7,405
12/10/18,1,0,3,123,6450
12/11/18,1,0,3,85,3695
12/12/18,1,0,3,70,3560
12/13/18,0,0,1,13,895
12/14/18,0,0,1,13,665
12/15/18,0,0,1,17,955
12/16/18,0,0,1,25,1415
12/17/18,0,0,1,84,3720
12/18/18,0,0,1,56,2580
12/19/18,0,0,1,104,5135
12/20/18,0,0,1,34,1590
12/21/18,0,0,1,78,4375
12/22/18,0,0,1,0,0
12/23/18,0,0,1,67,3800
12/24/18,0,0,1,34,1685
12/25/18,0,0,1,0,0
12/26/18,0,0,1,11,575
12/27/18,0,0,1,0,0
12/28/18,0,0,1,0,0
12/29/18,0,0,1,0,0
12/30/18,0,0,1,0,0
12/31/18,0,0,1,0,0
1/1/19,0,1,1,0,0
1/2/19,0,0,1,100,3520
1/3/19,0,0,1,44,2370
1/4/19,0,0,1,77,3815
1/5/19,0,0,1,17,935
1/6/19,0,0,1,37,2005
1/7/19,0,0,1,32,1605
1/8/19,0,0,1,57,2135
1/9/19,0,0,1,72,3280
1/10/19,0,0,1,70,3290
1/11/19,0,0,1,95,5120
1/12/19,0,0,1,0,0
1/13/19,0,0,1,27,1430
1/14/19,0,0,4,49,1185
1/15/19,0,0,4,147,4275
1/16/19,0,0,4,78,2175
1/17/19,0,0,4,185,5825
1/18/19,0,0,4,178,4955
1/19/19,0,0,4,7,110
1/20/19,0,0,4,13,430
1/21/19,0,1,4,16,780
1/22/19,0,0,4,112,3055
1/23/19,0,0,4,190,7980
1/24/19,0,0,4,182,7510
1/25/19,0,0,4,237,10080
1/26/19,0,0,4,2,55
1/27/19,0,0,4,48,2585
1/28/19,0,0,4,373,14690
1/29/19,0,0,4,279,12695
1/30/19,0,0,4,261,10965
1/31/19,0,0,4,212,8380
2/1/19,0,0,4,193,9125
2/2/19,0,0,4,53,2870
2/3/19,0,0,4,53,2915
2/4/19,0,0,4,321,16945
2/5/19,0,0,4,203,11660
2/6/19,0,0,4,219,11050
2/7/19,0,0,4,579,30565
2/8/19,0,0,4,252,13185
2/9/19,0,0,4,19,925
2/10/19,0,0,4,50,2655
2/11/19,0,0,4,581,27700
2/12/19,0,0,4,343,14515
2/13/19,0,0,4,215,9750
2/14/19,0,0,4,468,21835
2/15/19,0,0,4,644,31620
2/16/19,0,0,4,19,890
2/17/19,0,0,4,138,7205
2/18/19,0,0,4,496,21240
2/19/19,0,0,4,365,20905
2/20/19,0,0,4,331,16675
2/21/19,0,0,4,286,12460
2/22/19,0,0,4,410,20115
2/23/19,0,0,4,194,11025
2/24/19,0,0,4,88,4705
2/25/19,0,0,4,299,12560
2/26/19,0,0,4,524,23330
2/27/19,0,0,4,402,20560
2/28/19,0,0,4,218,10620
3/1/19,0,0,4,255,11510
3/2/19,0,0,4,69,3575
3/3/19,0,0,4,86,4435
3/4/19,0,0,4,268,10055
3/5/19,0,0,4,188,7295
3/6/19,0,0,4,154,6875
3/7/19,0,0,4,196,8560
3/8/19,0,0,4,592,32220
3/9/19,0,0,4,32,1755
3/10/19,0,0,4,29,1585
3/11/19,0,0,4,201,8885
3/12/19,0,0,4,158,6100
3/13/19,0,0,4,147,6610
3/14/19,0,0,4,189,8800
3/15/19,0,0,4,142,5405
3/16/19,0,0,4,69,3320
3/17/19,0,0,4,81,5000
3/18/19,0,0,4,274,12505
3/19/19,0,0,4,240,10020
3/20/19,0,0,4,237,11200
3/21/19,0,0,4,321,13470
3/22/19,0,0,4,249,12610
3/23/19,0,0,4,25,1255
3/24/19,0,0,4,123,6510
3/25/19,0,0,4,384,18145
3/26/19,0,0,4,297,12950
3/27/19,0,0,4,257,12535
3/28/19,0,0,4,260,10615
3/29/19,0,0,4,287,14455
3/30/19,0,0,4,90,4545
3/31/19,0,0,4,81,4470
4/1/19,0,0,4,275,12120
4/2/19,0,0,4,235,9655
4/3/19,0,0,4,193,8110
4/4/19,0,0,4,273,10500
4/5/19,0,0,4,243,11245
4/6/19,0,0,4,38,1970
4/7/19,0,0,4,61,3175
4/8/19,0,0,4,284,13695
4/9/19,0,0,4,338,14905
4/10/19,0,0,4,208,9855
4/11/19,0,0,4,259,7935
4/12/19,0,0,4,360,16375
4/13/19,0,0,4,28,1480
4/14/19,0,0,4,191,9925
4/15/19,0,0,4,360,16920
4/16/19,0,0,4,275,9615
4/17/19,0,0,4,229,11600
4/18/19,0,0,4,374,15465
4/19/19,0,0,4,440,22515
4/20/19,0,0,4,8,395
4/21/19,0,0,4,76,3855
4/22/19,0,0,4,424,18335
4/23/19,0,0,4,249,9140
4/24/19,0,0,4,248,11860
4/25/19,0,0,4,257,9525
4/26/19,0,0,4,396,18325
4/27/19,0,0,4,59,3350
4/28/19,0,0,4,60,3020
4/29/19,0,0,4,304,12965
4/30/19,0,0,4,258,9165
5/1/19,0,0,4,179,9385
5/2/19,0,0,4,201,8365
5/3/19,0,0,4,197,10405
5/4/19,1,0,4,30,1625
5/5/19,1,0,4,78,4415
5/6/19,1,0,4,91,3770
5/7/19,1,0,4,141,4075
5/8/19,1,0,4,135,7050
5/9/19,1,0,4,26,1215
5/10/19,1,0,4,15,825
5/11/19,0,0,1,0,0
5/12/19,0,0,1,7,375
5/13/19,0,0,5,191,5140
5/14/19,0,0,5,231,10290
5/15/19,0,0,5,166,6630
5/16/19,0,0,5,181,5295
5/17/19,0,0,5,158,8075
5/18/19,0,0,5,0,0
5/19/19,0,0,5,30,1585
5/20/19,0,0,5,88,3480
5/21/19,0,0,5,169,8150
5/22/19,0,0,5,31,1825
5/23/19,0,0,5,23,1660
5/24/19,0,0,5,44,2170
5/25/19,0,0,5,0,0
5/26/19,0,0,5,40,2290
5/27/19,0,1,5,8,440
5/28/19,0,0,5,15,660
5/29/19,0,0,5,59,2760
5/30/19,0,0,5,27,1580
5/31/19,0,0,5,19,720
6/1/19,0,0,5,2,130
6/2/19,0,0,5,10,550
6/3/19,0,0,5,36,2115
6/4/19,0,0,5,100,3760
6/5/19,0,0,5,63,2770
6/6/19,0,0,5,68,2910
6/7/19,0,0,5,71,3560
6/8/19,0,0,5,25,1000
6/9/19,0,0,5,27,1365
6/10/19,0,0,5,63,2780
6/11/19,0,0,5,177,8830
6/12/19,0,0,5,53,2075
6/13/19,0,0,5,47,1535
6/14/19,0,0,5,69,2515
6/15/19,0,0,5,29,1525
6/16/19,0,0,5,19,975
6/17/19,0,0,5,98,5250
6/18/19,0,0,5,97,3715
6/19/19,0,0,5,107,5160
6/20/19,0,0,5,49,2570
6/21/19,0,0,5,93,4075
6/22/19,0,0,5,26,1505
6/23/19,0,0,5,17,935
6/24/19,0,0,5,146,5565
6/25/19,0,0,5,129,6635
6/26/19,0,0,5,36,2090
6/27/19,0,0,5,72,2425
6/28/19,0,0,5,115,6370
6/29/19,0,0,5,10,555
6/30/19,0,0,5,7,410
7/1/19,0,0,5,131,4905
7/2/19,0,0,5,66,4095
7/3/19,0,0,5,61,3205
7/4/19,0,1,5,1,55
7/5/19,0,0,5,23,1250
7/6/19,0,0,5,12,630
7/7/19,0,0,5,6,270
7/8/19,0,0,5,37,1175
7/9/19,0,0,5,30,1635
7/10/19,0,0,5,78,2360
7/11/19,0,0,5,104,4070
7/12/19,0,0,5,40,1905
7/13/19,0,0,5,5,245
7/14/19,0,0,5,5,245
7/15/19,0,0,5,75,2640
7/16/19,0,0,5,68,2325
7/17/19,0,0,5,73,3090
7/18/19,0,0,5,80,2515
7/19/19,0,0,5,128,5725
7/20/19,0,0,5,42,2735
7/21/19,0,0,5,14,760
7/22/19,0,0,5,62,2670
7/23/19,0,0,5,109,4615
7/24/19,0,0,5,91,3800
7/25/19,0,0,5,103,4295
7/26/19,0,0,5,87,4210
7/27/19,0,0,5,7,370
7/28/19,0,0,5,7,370
7/29/19,0,0,5,84,3255
7/30/19,0,0,5,101,4795
7/31/19,0,0,5,51,1910
8/1/19,0,0,5,63,3070
8/2/19,0,0,5,42,2260
8/3/19,0,0,5,8,410
8/4/19,0,0,5,3,165
8/5/19,0,0,5,109,4280
8/6/19,0,0,5,96,4230
8/7/19,0,0,5,73,2510
8/8/19,0,0,5,143,7610
8/9/19,0,0,5,34,1810
8/10/19,0,0,5,17,925
8/11/19,0,0,5,22,1085
8/12/19,1,0,5,101,3825
8/13/19,1,0,5,51,1820
8/14/19,0,0,1,33,1565
8/15/19,0,0,1,29,1430
8/16/19,0,0,1,17,1205
8/17/19,0,0,1,3,165
8/18/19,0,0,1,3,365
8/19/19,0,0,1,32,1695
8/20/19,0,0,1,33,1590
8/21/19,0,0,6,62,3900
8/22/19,0,0,6,112,6380
8/23/19,0,0,6,209,11370
8/24/19,0,0,6,8,405
8/25/19,0,0,6,30,3105
8/26/19,0,0,6,261,11485
8/27/19,0,0,6,504,14235
8/28/19,0,0,6,326,9775
8/29/19,0,0,6,315,10795
8/30/19,0,0,6,279,10810
8/31/19,0,0,6,42,2160
9/1/19,0,0,6,32,1995
9/2/19,0,1,6,60,3010
9/3/19,0,0,6,353,11920
9/4/19,0,0,6,326,12865
9/5/19,0,0,6,175,6445
9/6/19,0,0,6,147,7430
9/7/19,0,0,6,82,4125
9/8/19,0,0,6,75,3860
9/9/19,0,0,6,229,9830
9/10/19,0,0,6,197,7805
9/11/19,0,0,6,245,10885
9/12/19,0,0,6,218,10965
9/13/19,0,0,6,218,9770
9/14/19,0,0,6,85,4335
9/15/19,0,0,6,46,2335
9/16/19,0,0,6,205,6910
9/17/19,0,0,6,188,5650
9/18/19,0,0,6,226,6800
9/19/19,0,0,6,205,4630
9/20/19,0,0,6,238,9885
9/21/19,0,0,6,4,220
9/22/19,0,0,6,16,865
9/23/19,0,0,6,154,3080
9/24/19,0,0,6,109,3300
9/25/19,0,0,6,95,3240
9/26/19,0,0,6,149,2245
9/27/19,0,0,6,102,1610
9/28/19,0,0,6,2,130
9/29/19,0,0,6,19,1000
9/30/19,0,0,6,186,7240
10/1/19,0,0,6,257,8360
10/2/19,0,0,6,236,8950
10/3/19,0,0,6,244,6915
10/4/19,0,0,6,232,5835
10/5/19,0,0,6,7,165
10/6/19,0,0,6,6,205
10/7/19,0,0,6,228,5430
10/8/19,0,0,6,212,6075
10/9/19,0,0,6,246,7160
10/10/19,0,0,6,262,8910
10/11/19,0,0,6,248,7765
10/12/19,0,0,6,3,165
10/13/19,0,0,6,65,3060
10/14/19,0,0,6,242,7880
10/15/19,0,0,6,239,8245
10/16/19,0,0,6,164,4650
10/17/19,0,0,6,188,5020
10/18/19,0,0,6,130,4035
10/19/19,0,0,6,1,0
10/20/19,0,0,6,0,0
10/21/19,0,0,6,155,4470
10/22/19,0,0,6,198,4770
10/23/19,0,0,6,202,7410
10/24/19,0,0,6,126,3400
10/25/19,0,0,6,228,9730
10/26/19,0,0,6,29,1325
10/27/19,0,0,6,25,1355
10/28/19,0,0,6,204,6890
10/29/19,0,0,6,190,5995
10/30/19,0,0,6,185,6210
10/31/19,0,0,6,188,6560
11/1/19,0,0,6,180,5585
11/2/19,0,0,6,42,2090
11/3/19,0,0,6,31,1350
11/4/19,0,0,6,212,5975
11/5/19,0,0,6,156,4445
11/6/19,0,0,6,174,6270
11/7/19,0,0,6,148,4075
11/8/19,0,0,6,114,4895
11/9/19,0,0,6,169,9570
11/10/19,0,0,6,46,2430
11/11/19,0,0,6,188,6315
11/12/19,0,0,6,280,9850
11/13/19,0,0,6,294,12040
11/14/19,0,0,6,278,11180
11/15/19,0,0,6,128,4235
11/16/19,0,0,6,71,3665
11/17/19,0,0,6,47,2050
11/18/19,0,0,6,309,11785
11/19/19,0,0,6,191,7860
11/20/19,0,0,6,331,14845
11/21/19,0,0,6,485,21635
11/22/19,0,0,6,223,8410
11/23/19,0,0,6,9,450
11/24/19,0,0,6,55,2890
11/25/19,0,0,6,335,14835
11/26/19,0,0,6,207,6995
11/27/19,0,1,6,54,965
11/28/19,0,1,6,1,0
11/29/19,0,1,6,88,4835
11/30/19,0,0,6,60,3405
12/1/19,0,0,6,15,760
12/2/19,0,0,6,108,2255
12/3/19,0,0,6,129,2055
12/4/19,0,0,6,159,5300
12/5/19,1,0,6,127,1190
12/6/19,1,0,6,81,2600
12/7/19,1,0,6,4,130
12/8/19,1,0,6,16,900
12/9/19,1,0,6,126,2125
12/10/19,1,0,6,139,4125
12/11/19,1,0,6,102,4060
12/12/19,0,0,1,45,2730
12/13/19,0,0,1,28,1255
12/14/19,0,0,1,0,0
12/15/19,0,0,1,12,600
12/16/19,0,0,1,65,1270
12/17/19,0,0,1,165,2730
12/18/19,0,0,1,126,2280
12/19/19,0,0,1,137,3195
12/20/19,0,0,1,87,3940
12/21/19,0,0,1,0,0
12/22/19,0,0,1,3,150
12/23/19,0,0,1,9,605
12/24/19,0,0,1,2,110
12/25/19,0,0,1,0,0
12/26/19,0,0,1,0,0
12/27/19,0,0,1,0,0
12/28/19,0,0,1,0,0
12/29/19,0,0,1,8,330
12/30/19,0,0,1,0,0
12/31/19,0,0,1,0,0
1/1/20,0,1,1,0,0
1/2/20,0,0,1,25,1160
1/3/20,0,0,1,100,910
1/4/20,0,0,1,0,0
1/5/20,0,0,1,1,55
1/6/20,0,0,1,113,3050
1/7/20,0,0,1,66,2445
1/8/20,0,0,1,111,3885
1/9/20,0,0,1,23,1130
1/10/20,0,0,1,48,1870
1/11/20,0,0,1,0,0
1/12/20,0,0,1,6,320
1/13/20,0,0,1,123,3365
1/14/20,0,0,1,106,3025
1/15/20,0,0,1,125,2600
1/16/20,0,0,1,77,2495
1/17/20,0,0,1,56,990
1/18/20,0,0,1,7,300
1/19/20,0,0,1,11,550
1/20/20,0,1,1,16,645
1/21/20,0,0,7,251,12015
1/22/20,0,0,7,388,17970
1/23/20,0,0,7,275,11850
1/24/20,0,0,7,228,7195
1/25/20,0,0,7,647,35495
1/26/20,0,0,7,38,1950
1/27/20,0,0,7,425,14700
1/28/20,0,0,7,370,16555
1/29/20,0,0,7,218,5660
1/30/20,0,0,7,160,6055
1/31/20,0,0,7,186,8240
2/1/20,0,0,7,172,9435
2/2/20,0,0,7,71,3730
2/3/20,0,0,7,289,9200
2/4/20,0,0,7,274,11480
2/5/20,0,0,7,245,7765
2/6/20,0,0,7,223,7375
2/7/20,0,0,7,192,8350
2/8/20,0,0,7,9,465
2/9/20,0,0,7,249,13455
2/10/20,0,0,7,194,7175
2/11/20,0,0,7,195,9130
2/12/20,0,0,7,235,7345
2/13/20,0,0,7,175,7545
2/14/20,0,0,7,207,7900
2/15/20,0,0,7,123,6070
2/16/20,0,0,7,52,2725
2/17/20,0,0,7,220,8615
2/18/20,0,0,7,278,11365
2/19/20,0,0,7,262,9815
2/20/20,0,0,7,200,8705
2/21/20,0,0,7,238,9535
2/22/20,0,0,7,59,3005
2/23/20,0,0,7,47,2310
2/24/20,0,0,7,240,8350
2/25/20,0,0,7,154,6605
2/26/20,0,0,7,222,7715
2/27/20,0,0,7,207,7685
2/28/20,0,0,7,359,13725
2/29/20,0,0,7,196,10615
3/1/20,0,0,7,38,1940
3/2/20,0,0,7,317,12285
3/3/20,0,0,7,393,17410
3/4/20,0,0,7,234,7950
3/5/20,0,0,7,362,18040
3/6/20,0,0,7,468,23625
3/7/20,0,0,7,83,4665
3/8/20,0,0,7,36,1840
3/9/20,0,0,7,384,17985
3/10/20,0,0,7,165,9690
3/11/20,0,0,7,201,7825
3/12/20,0,0,7,120,4670
3/13/20,0,0,7,107,5845
3/14/20,0,0,7,27,1455
3/15/20,0,0,7,80,4195
3/16/20,0,0,7,39,2135
3/17/20,0,0,7,16,650
3/18/20,0,0,7,3,115
3/19/20,0,0,7,4,150
3/20/20,0,0,7,16,805
3/21/20,0,0,7,0,0
3/22/20,0,0,7,1,40
3/23/20,0,0,7,0,0
3/24/20,0,0,7,0,0
3/25/20,0,0,7,0,0
3/26/20,0,0,7,0,0
3/27/20,0,0,7,0,0
3/28/20,0,0,7,0,0
3/29/20,0,0,7,0,0
3/30/20,0,0,7,0,0
3/31/20,0,0,7,0,0
4/1/20,0,0,7,0,0
4/2/20,0,0,7,0,0
4/3/20,0,0,7,0,0
4/4/20,0,0,7,0,0
4/5/20,0,0,7,0,0
4/6/20,0,0,7,0,0
4/7/20,0,0,7,0,0
4/8/20,0,0,7,0,0
4/9/20,0,0,7,0,0
4/10/20,0,0,7,0,0
4/11/20,0,0,7,0,0
4/12/20,0,0,7,0,0
4/13/20,0,0,7,0,0
4/14/20,0,0,7,0,0
4/15/20,0,0,7,0,0
4/16/20,0,0,7,0,0
4/17/20,0,0,7,0,0
4/18/20,0,0,7,0,0
4/19/20,0,0,7,0,0
4/20/20,0,0,7,1,0
4/21/20,0,0,7,0,0
4/22/20,0,0,7,0,0
4/23/20,0,0,7,0,0
4/24/20,0,0,7,0,0
4/25/20,0,0,7,0,0
4/26/20,0,0,7,0,0
4/27/20,0,0,7,0,0
4/28/20,0,0,7,0,0
4/29/20,0,0,7,0,0
4/30/20,0,0,7,3,150
5/1/20,0,0,7,7,340
5/2/20,0,0,7,0,0
5/3/20,0,0,7,0,0
5/4/20,0,0,7,24,1315
5/5/20,0,0,7,0,0
5/6/20,0,0,7,0,0
5/7/20,0,0,7,0,0
5/8/20,0,0,7,30,1575
5/9/20,1,0,7,0,0
5/10/20,1,0,7,0,0
5/11/20,1,0,7,0,0
5/12/20,1,0,7,0,0
5/13/20,1,0,7,0,0
5/14/20,1,0,7,0,0
5/15/20,1,0,7,0,0
5/16/20,0,0,1,0,0
5/17/20,0,0,1,0,0
5/18/20,0,0,8,0,0
5/19/20,0,0,8,0,0
5/20/20,0,0,8,0,0
5/21/20,0,0,8,0,0
5/22/20,0,0,8,0,0
5/23/20,0,0,8,0,0
5/24/20,0,0,8,0,0
5/25/20,0,1,8,0,0
5/26/20,0,0,8,0,0
5/27/20,0,0,8,0,0
5/28/20,0,0,8,0,0
5/29/20,0,0,8,0,0
5/30/20,0,0,8,0,0
5/31/20,0,0,8,0,0
6/1/20,0,0,8,0,0
6/2/20,0,0,8,0,0
6/3/20,0,0,8,0,0
6/4/20,0,0,8,0,0
6/5/20,0,0,8,0,0
6/6/20,0,0,8,0,0
6/7/20,0,0,8,0,0
6/8/20,0,0,8,0,0
6/9/20,0,0,8,0,0
6/10/20,0,0,8,0,0
6/11/20,0,0,8,0,0
6/12/20,0,0,8,0,0
6/13/20,0,0,8,0,0
6/14/20,0,0,8,0,0
6/15/20,0,0,8,0,0
6/16/20,0,0,8,0,0
6/17/20,0,0,8,0,0
6/18/20,0,0,8,0,0
6/19/20,0,0,8,0,0
6/20/20,0,0,8,0,0
6/21/20,0,0,8,0,0
6/22/20,0,0,8,0,0
6/23/20,0,0,8,0,0
6/24/20,0,0,8,1,100
6/25/20,0,0,8,0,0
6/26/20,0,0,8,0,0
6/27/20,0,0,8,0,0
6/28/20,0,0,8,0,0
6/29/20,0,0,8,0,0
6/30/20,0,0,8,0,0
7/1/20,0,0,8,0,0
7/2/20,0,0,8,0,0
7/3/20,0,0,8,0,0
7/4/20,0,1,8,0,0
7/5/20,0,0,8,0,0
7/6/20,0,0,8,0,0
7/7/20,0,0,8,0,0
7/8/20,0,0,8,0,0
7/9/20,0,0,8,0,0
7/10/20,0,0,8,1,0
7/11/20,0,0,8,0,0
7/12/20,0,0,8,0,0
7/13/20,0,0,8,0,0
7/14/20,0,0,8,0,0
7/15/20,0,0,8,0,0
7/16/20,0,0,8,0,0
7/17/20,0,0,8,0,0
7/18/20,0,0,8,0,0
7/19/20,0,0,8,1,55
7/20/20,0,0,8,0,0
7/21/20,0,0,8,0,0
7/22/20,0,0,8,0,0
7/23/20,0,0,8,0,0
7/24/20,0,0,8,0,0
7/25/20,0,0,8,0,0
7/26/20,0,0,8,0,0
7/27/20,0,0,8,0,0
7/28/20,0,0,8,0,0
7/29/20,0,0,8,0,0
7/30/20,0,0,8,0,0
7/31/20,0,0,8,0,0
8/1/20,0,0,8,0,0
8/2/20,0,0,8,0,0
8/3/20,0,0,8,0,0
8/4/20,0,0,8,1,750
8/5/20,0,0,8,0,0
8/6/20,0,0,8,0,0
8/7/20,0,0,8,1,55
8/8/20,0,0,8,0,0
8/9/20,0,0,8,0,0
8/10/20,0,0,8,0,0
8/11/20,0,0,8,0,0
8/12/20,0,0,8,0,0
8/13/20,0,0,8,0,0
8/14/20,0,0,8,0,0
8/15/20,0,0,8,0,0
8/16/20,0,0,8,0,0
8/17/20,1,0,8,3,0
8/18/20,1,0,8,0,0
8/19/20,0,0,1,0,0
8/20/20,0,0,1,0,0
8/21/20,0,0,1,0,0
8/22/20,0,0,1,0,0
8/23/20,0,0,1,0,0
8/24/20,0,0,1,2,0
8/25/20,0,0,1,15,130
8/26/20,0,0,9,54,3870
8/27/20,0,0,9,62,215
8/28/20,0,0,9,3,130
8/29/20,0,0,9,0,0
8/30/20,0,0,9,1,75
8/31/20,0,0,9,70,1695
9/1/20,0,0,9,45,225
9/2/20,0,0,9,69,1020
9/3/20,0,0,9,77,785
9/4/20,0,0,9,32,395
9/5/20,0,0,9,0,0
9/6/20,0,0,9,0,0
9/7/20,0,1,9,0,0
9/8/20,0,0,9,3,150
9/9/20,0,0,9,61,3205
9/10/20,0,0,9,91,5625
9/11/20,0,0,9,73,3980
9/12/20,0,0,9,0,0
9/13/20,0,0,9,0,0
9/14/20,0,0,9,87,4845
9/15/20,0,0,9,59,3220
9/16/20,0,0,9,110,6045
9/17/20,0,0,9,95,5420
9/18/20,0,0,9,7,280
9/19/20,0,0,9,0,0
9/20/20,0,0,9,0,0
9/21/20,0,0,9,54,3235
9/22/20,0,0,9,123,6270
9/23/20,0,0,9,144,6530
9/24/20,0,0,9,100,4690
9/25/20,0,0,9,99,4755
9/26/20,0,0,9,3,120
9/27/20,0,0,9,5,200
9/28/20,0,0,9,148,7285
9/29/20,0,0,9,50,2290
9/30/20,0,0,9,115,5130
10/1/20,0,0,9,86,4325
10/2/20,0,0,9,49,2345
10/3/20,0,0,9,15,600
10/4/20,0,0,9,3,120
10/5/20,0,0,9,90,4155
10/6/20,0,0,9,102,4545
10/7/20,0,0,9,162,8700
10/8/20,0,0,9,197,9795
10/9/20,0,0,9,218,9675
10/10/20,0,0,9,19,760
10/11/20,0,0,9,16,655
10/12/20,0,0,9,157,7565
10/13/20,0,0,9,142,7145
10/14/20,0,0,9,188,8900
10/15/20,0,0,9,104,4720
10/16/20,0,0,9,166,8800
10/17/20,0,0,9,0,0
10/18/20,0,0,9,7,280
10/19/20,0,0,9,269,13565
10/20/20,0,0,9,184,8875
10/21/20,0,0,9,216,10460
10/22/20,0,0,9,109,4765
10/23/20,0,0,9,144,6735
10/24/20,0,0,9,1,40
10/25/20,0,0,9,19,760
10/26/20,0,0,9,149,6830
10/27/20,0,0,9,243,10945
10/28/20,0,0,9,131,5805
10/29/20,0,0,9,164,8580
10/30/20,0,0,9,130,6155
10/31/20,0,0,9,1,40
11/1/20,0,0,9,6,240
11/2/20,0,0,9,228,11260
11/3/20,0,0,9,163,6560
11/4/20,0,0,9,122,5105
11/5/20,0,0,9,147,6810
11/6/20,0,0,9,134,7350
11/7/20,0,0,9,19,720
11/8/20,0,0,9,3,120
11/9/20,0,0,9,195,9120
11/10/20,0,0,9,113,6430
11/11/20,0,0,9,121,5310
11/12/20,0,0,9,116,5870
11/13/20,0,0,9,88,4105
11/14/20,0,0,9,8,320
11/15/20,0,0,9,3,120
11/16/20,0,0,9,94,4685
