Time,Semester Break,Exam,Holiday,Tickets,Weekday,Month
10/10/2020,0,0,0,0,1,10
10/11/2020,0,0,0,0,1,10
10/12/2020,0,0,0,12,0,10
10/13/2020,0,0,0,16,0,10
10/14/2020,0,0,0,16,0,10
10/15/2020,0,0,0,8,0,10
10/16/2020,0,0,0,13,0,10
10/17/2020,0,0,0,0,1,10
10/18/2020,0,0,0,0,1,10
10/19/2020,0,0,0,25,0,10
10/20/2020,0,0,0,12,0,10
10/21/2020,0,0,0,19,0,10
10/22/2020,0,0,0,3,0,10
10/23/2020,0,0,0,8,0,10
10/24/2020,0,0,0,0,1,10
10/25/2020,0,0,0,0,1,10
10/26/2020,0,0,0,7,0,10
10/27/2020,0,0,0,54,0,10
10/28/2020,0,0,0,10,0,10
10/29/2020,0,0,0,10,0,10
10/30/2020,0,0,0,8,0,10
10/31/2020,0,0,0,0,1,10
11/1/2020,0,0,0,0,1,11
