Time,Exam,Holiday,Semester,Issued Amount
10/24/23,0,0,18,8025
10/25/23,0,0,18,7390
10/26/23,0,0,18,5745
10/27/23,0,0,18,4100
10/28/23,0,0,18,0
10/29/23,0,0,18,0
10/30/23,0,0,18,4100
10/31/23,0,0,18,7140
11/1/23,0,0,18,7565
11/2/23,0,0,18,7465
11/3/23,0,0,18,5535
11/4/23,0,0,18,0
11/5/23,0,0,18,0
11/6/23,0,0,18,5115
11/7/23,0,0,18,6865
11/8/23,0,0,18,5125
11/9/23,0,0,18,6620
11/10/23,0,0,18,2950
11/11/23,0,0,18,150
11/12/23,0,0,18,0
11/13/23,0,0,18,5445
11/14/23,0,0,18,7410
11/15/23,0,0,18,8625
11/16/23,0,0,18,6255
11/17/23,0,0,18,4755
11/18/23,0,0,18,0
11/19/23,0,0,18,0
11/20/23,0,0,18,4465
11/21/23,0,0,18,4305
11/22/23,0,1,18,1100
11/23/23,0,1,18,0
11/24/23,0,1,18,0
11/25/23,0,0,18,0
11/26/23,0,0,18,0
11/27/23,0,0,18,5400
11/28/23,0,0,18,4285
11/29/23,0,0,18,3410
11/30/23,0,0,18,6415
12/1/23,0,0,18,5895
12/2/23,0,0,18,0
12/3/23,0,0,18,0
12/4/23,0,0,18,4295
12/5/23,0,0,18,3730
12/6/23,0,1,18,3920
12/7/23,1,0,18,7520
12/8/23,1,0,18,3040
12/9/23,1,0,18,100
12/10/23,1,0,18,0
12/11/23,1,0,18,4340
12/12/23,1,0,18,5200
12/13/23,1,0,18,1410
12/14/23,0,0,0,0
12/15/23,0,0,1,240
12/16/23,0,0,1,0
12/17/23,0,0,1,0
12/18/23,0,0,1,0
12/19/23,0,0,1,0
12/20/23,0,0,1,0
12/21/23,0,0,1,0
12/22/23,0,0,1,0
12/23/23,0,0,1,0
12/24/23,0,0,1,0
12/25/23,0,0,1,0
12/26/23,0,0,1,0
12/27/23,0,0,1,0
12/28/23,0,0,1,0
12/29/23,0,0,1,0
12/30/23,0,0,1,0
12/31/23,0,0,1,0
1/1/24,0,0,1,0
1/2/24,0,0,1,1230
1/3/24,0,0,1,1715
1/4/24,0,0,1,1630
1/5/24,0,0,1,2015
1/6/24,0,0,1,0
1/7/24,0,0,1,0
1/8/24,0,0,1,1590
1/9/24,0,0,1,2525
1/10/24,0,0,1,2580
1/11/24,0,0,1,2125
1/12/24,0,0,1,355
1/13/24,0,0,1,0
1/14/24,0,0,1,0
1/15/24,0,1,1,0
1/16/24,0,0,19,1475
1/17/24,0,0,19,1825
1/18/24,0,0,19,3455
1/19/24,0,0,19,850
1/20/24,0,0,19,0
1/21/24,0,0,19,0
1/22/24,0,0,19,3120
1/23/24,0,0,19,3145
1/24/24,0,0,19,3195
1/25/24,0,0,19,3195
1/26/24,0,0,19,2340
1/27/24,0,0,19,0
1/28/24,0,0,19,0
1/29/24,0,0,19,8955
1/30/24,0,0,19,6475
1/31/24,0,0,19,11945
2/1/24,0,0,19,9310
2/2/24,0,0,19,4675
2/3/24,0,0,19,0
2/4/24,0,0,19,0
2/5/24,0,0,19,14150
2/6/24,0,0,19,9710
2/7/24,0,0,19,7750
2/8/24,0,0,19,12090
2/9/24,0,0,19,3900
2/10/24,0,0,19,0
2/11/24,0,0,19,0
2/12/24,0,0,19,7680
2/13/24,0,0,19,8120
2/14/24,0,0,19,7230
2/15/24,0,0,19,4550
2/16/24,0,0,19,5495
2/17/24,0,0,19,0
2/18/24,0,0,19,0
2/19/24,0,0,19,7445
2/20/24,0,0,19,8945
2/21/24,0,0,19,7860
2/22/24,0,0,19,9330
2/23/24,0,0,19,5395
2/24/24,0,0,19,0
2/25/24,0,0,19,0
2/26/24,0,0,19,11245
2/27/24,0,0,19,6050
2/28/24,0,0,19,6870
2/29/24,0,0,19,8290
3/1/24,0,0,19,4855
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
